S. No,user_id,offer_id,status,started_at,completed_at,expires_at,,,,,
163,ae5096d9-fa15-443d-9f30-c9a46abf4359,3399,ONGOING,2022-11-26 00:49:55.340182+00:00,,2022-11-28 00:49:55.344658+00:00,,,,,
164,ae5096d9-fa15-443d-9f30-c9a46abf4359,3443,ONGOING,2022-11-26 00:50:09.226961+00:00,,2022-11-28 00:50:09.230224+00:00,,,,,
165,39b085c1-1e08-4d4e-ae85-04c40647c989,3227,COMPLETED,2022-11-26 00:50:48.984723+00:00,2022-11-26 00:51:41.992092+00:00,,,,,,
166,b06fa72c-5614-4770-830c-32938f8c476b,3512,ONGOING,2022-11-26 03:27:48.725509+00:00,,2022-11-28 03:27:48.729565+00:00,,,,,
167,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3015,ONGOING,2022-11-26 12:04:46.997578+00:00,,2022-11-28 12:04:47.001938+00:00,,,,,
168,033c38d4-fd46-45a2-b09a-18d637c54129,3534,ONGOING,2022-11-26 03:29:44.900080+00:00,,2022-11-28 03:29:44.906344+00:00,,,,,
169,0bdf2e4e-c610-4196-b8be-f08e24e97058,3173,ONGOING,2022-11-26 00:51:32.769439+00:00,,2022-11-28 00:51:32.775506+00:00,,,,,
170,aea58daf-f2e4-4f26-a32d-ef523795c7ec,3227,ONGOING,2022-11-26 00:52:38.158615+00:00,,2022-11-28 00:52:38.162808+00:00,,,,,
171,39b085c1-1e08-4d4e-ae85-04c40647c989,3503,COMPLETED,2022-11-26 00:52:38.338564+00:00,2022-11-26 00:53:38.094386+00:00,,,,,,
172,39b085c1-1e08-4d4e-ae85-04c40647c989,3463,ONGOING,2022-11-26 00:51:56.178930+00:00,,2022-11-28 00:51:56.184273+00:00,,,,,
173,39b085c1-1e08-4d4e-ae85-04c40647c989,3520,ONGOING,2022-11-26 00:52:19.544952+00:00,,2022-11-28 00:52:19.548951+00:00,,,,,
174,0bdf2e4e-c610-4196-b8be-f08e24e97058,3498,ONGOING,2022-11-26 00:53:00.754198+00:00,,2022-11-28 00:53:00.758498+00:00,,,,,
175,39b085c1-1e08-4d4e-ae85-04c40647c989,3529,ONGOING,2022-11-26 00:53:46.936797+00:00,,2022-11-27 18:29:59+00:00,,,,,
176,c303ce63-ce0c-4ca6-a59f-a834e10ea59a,3503,COMPLETED,2022-11-26 05:22:42.954176+00:00,2022-11-26 05:24:29.556187+00:00,,,,,,
177,06d482fe-f418-4f55-92d8-07aa3f033fd1,3467,ONGOING,2022-11-26 00:53:36.100286+00:00,,2022-11-28 00:53:36.104263+00:00,,,,,
178,35e5d136-60f4-4f3e-a2da-634933ae139f,3173,ONGOING,2022-11-26 00:53:00.894688+00:00,,2022-11-28 00:53:00.900078+00:00,,,,,
179,b06fa72c-5614-4770-830c-32938f8c476b,3513,ONGOING,2022-11-26 00:54:33.070204+00:00,,2022-11-28 00:54:33.075628+00:00,,,,,
180,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,3340,ONGOING,2022-11-26 13:24:13.844951+00:00,,2022-11-28 13:24:13.855575+00:00,,,,,
181,39b085c1-1e08-4d4e-ae85-04c40647c989,3321,ONGOING,2022-11-26 00:55:04.055074+00:00,,2022-11-28 00:55:04.061119+00:00,,,,,
182,033c38d4-fd46-45a2-b09a-18d637c54129,2945,ONGOING,2022-11-26 07:10:17.222465+00:00,,2022-11-28 07:10:17.228021+00:00,,,,,
183,033c38d4-fd46-45a2-b09a-18d637c54129,3510,ONGOING,2022-11-26 03:31:17.301974+00:00,,2022-11-28 03:31:17.307007+00:00,,,,,
184,033c38d4-fd46-45a2-b09a-18d637c54129,3015,ONGOING,2022-11-26 03:32:26.285901+00:00,,2022-11-28 03:32:26.292718+00:00,,,,,
185,033c38d4-fd46-45a2-b09a-18d637c54129,3467,ONGOING,2022-11-26 14:22:02.509233+00:00,,2022-11-28 14:22:02.524928+00:00,,,,,
186,0bdf2e4e-c610-4196-b8be-f08e24e97058,3269,ONGOING,2022-11-26 00:55:56.491473+00:00,,2022-11-28 00:55:56.504404+00:00,,,,,
187,39b085c1-1e08-4d4e-ae85-04c40647c989,3183,COMPLETED,2022-11-26 00:56:14.420820+00:00,2022-11-26 00:57:19.548652+00:00,,,,,,
188,39b085c1-1e08-4d4e-ae85-04c40647c989,3015,ONGOING,2022-11-26 00:57:32.425982+00:00,,2022-11-28 00:57:32.434698+00:00,,,,,
189,0bdf2e4e-c610-4196-b8be-f08e24e97058,3015,ONGOING,2022-11-26 00:56:20.132529+00:00,,2022-11-28 00:56:20.137117+00:00,,,,,
190,39b085c1-1e08-4d4e-ae85-04c40647c989,2415,ONGOING,2022-11-26 00:57:13.927442+00:00,,2022-11-28 00:57:13.932145+00:00,,,,,
191,39b085c1-1e08-4d4e-ae85-04c40647c989,3173,ONGOING,2022-11-26 00:57:44.773296+00:00,,2022-11-28 00:57:44.776436+00:00,,,,,
192,39b085c1-1e08-4d4e-ae85-04c40647c989,3498,ONGOING,2022-11-26 00:57:56.935963+00:00,,2022-11-28 00:57:56.939587+00:00,,,,,
193,3db62aad-421b-474e-9b1e-8a88ff370d4f,792,ONGOING,2022-11-26 00:57:00.499638+00:00,,2022-11-27 18:29:59+00:00,,,,,
194,35e5d136-60f4-4f3e-a2da-634933ae139f,3510,ONGOING,2022-11-26 00:57:31.910477+00:00,,2022-11-28 00:57:31.914652+00:00,,,,,
195,39b085c1-1e08-4d4e-ae85-04c40647c989,792,ONGOING,2022-11-26 00:58:06.975724+00:00,,2022-11-28 00:58:06.979670+00:00,,,,,
196,39b085c1-1e08-4d4e-ae85-04c40647c989,3467,ONGOING,2022-11-26 00:59:13.297287+00:00,,2022-11-28 00:59:13.303221+00:00,,,,,
197,c51167f6-ff5c-49a8-ae3a-ba5d0c2cccaf,3510,ONGOING,2022-11-26 07:12:59.835184+00:00,,2022-11-28 07:12:59.840690+00:00,,,,,
198,39b085c1-1e08-4d4e-ae85-04c40647c989,3534,ONGOING,2022-11-26 00:58:49.048785+00:00,,2022-11-28 00:58:49.070398+00:00,,,,,
199,0bdf2e4e-c610-4196-b8be-f08e24e97058,3507,ONGOING,2022-11-26 00:59:00.321980+00:00,,2022-11-28 00:59:00.325888+00:00,,,,,
200,5b54a20e-a231-4879-94d8-076f90d73ca7,3462,ONGOING,2022-11-26 00:59:04.290213+00:00,,2022-11-28 00:59:04.302891+00:00,,,,,
201,0bdf2e4e-c610-4196-b8be-f08e24e97058,3512,ONGOING,2022-11-26 00:59:11.552724+00:00,,2022-11-28 00:59:11.556989+00:00,,,,,
202,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,210,ONGOING,2022-11-26 00:59:15.620851+00:00,,2022-11-28 00:59:15.625028+00:00,,,,,
203,8a488246-83d3-4028-b216-85ee8c3e504d,3340,ONGOING,2022-11-26 02:35:45.439537+00:00,,2022-11-28 02:35:45.446238+00:00,,,,,
204,b06fa72c-5614-4770-830c-32938f8c476b,1024,ONGOING,2022-11-26 01:01:43.177631+00:00,,2022-11-28 01:01:43.181576+00:00,,,,,
205,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,3173,ONGOING,2022-11-26 13:26:08.503111+00:00,,2022-11-28 13:26:08.507508+00:00,,,,,
206,50e66bc8-76c3-41df-87cc-fdda8ed58333,3015,ONGOING,2022-11-26 04:39:47.516501+00:00,,2022-11-28 04:39:47.520371+00:00,,,,,
207,5b54a20e-a231-4879-94d8-076f90d73ca7,3520,ONGOING,2022-11-26 01:02:57.046623+00:00,,2022-11-28 01:02:57.052238+00:00,,,,,
208,06d482fe-f418-4f55-92d8-07aa3f033fd1,3515,ONGOING,2022-11-26 01:03:32.513030+00:00,,2022-11-28 01:03:32.518023+00:00,,,,,
209,0bdf2e4e-c610-4196-b8be-f08e24e97058,3529,ONGOING,2022-11-26 01:02:38.442886+00:00,,2022-11-27 18:29:59+00:00,,,,,
210,39b085c1-1e08-4d4e-ae85-04c40647c989,3535,ONGOING,2022-11-26 01:03:53.500407+00:00,,2022-11-28 01:03:53.504316+00:00,,,,,
211,0bdf2e4e-c610-4196-b8be-f08e24e97058,3469,ONGOING,2022-11-26 01:04:14.042362+00:00,,2022-11-28 01:04:14.053192+00:00,,,,,
212,0bdf2e4e-c610-4196-b8be-f08e24e97058,2328,ONGOING,2022-11-26 01:04:24.270688+00:00,,2022-11-28 01:04:24.278059+00:00,,,,,
213,0bdf2e4e-c610-4196-b8be-f08e24e97058,3503,COMPLETED,2022-11-26 01:04:35.963800+00:00,2022-11-26 01:05:11.869647+00:00,,,,,,
214,06d482fe-f418-4f55-92d8-07aa3f033fd1,3340,ONGOING,2022-11-26 01:05:07.278205+00:00,,2022-11-28 01:05:07.282789+00:00,,,,,
215,c303ce63-ce0c-4ca6-a59f-a834e10ea59a,3227,ONGOING,2022-11-26 05:33:00.109057+00:00,,2022-11-28 05:33:00.120761+00:00,,,,,
216,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3498,ONGOING,2022-11-26 01:08:33.197762+00:00,,2022-11-28 01:08:33.201781+00:00,,,,,
217,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3510,ONGOING,2022-11-26 06:35:03.602473+00:00,,2022-11-28 06:35:03.606935+00:00,,,,,
218,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3529,ONGOING,2022-11-26 01:08:52.391979+00:00,,2022-11-27 18:29:59+00:00,,,,,
219,efc9fa60-1d9f-4295-a296-b75838a24a6d,792,ONGOING,2022-11-26 01:09:17.565902+00:00,,2022-11-28 01:09:17.572559+00:00,,,,,
220,033c38d4-fd46-45a2-b09a-18d637c54129,3503,COMPLETED,2022-11-26 07:03:46.846225+00:00,2022-11-26 13:10:23.492108+00:00,,,,,,
221,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3173,ONGOING,2022-11-26 01:10:48.357726+00:00,,2022-11-28 01:10:48.363758+00:00,,,,,
222,033c38d4-fd46-45a2-b09a-18d637c54129,3505,COMPLETED,2022-11-26 03:50:40.727196+00:00,2022-11-26 04:25:48.755496+00:00,,,,,,
223,c303ce63-ce0c-4ca6-a59f-a834e10ea59a,3512,ONGOING,2022-11-26 03:51:08.757476+00:00,,2022-11-28 03:51:08.765891+00:00,,,,,
224,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,3467,ONGOING,2022-11-26 01:12:54.496605+00:00,,2022-11-28 01:12:54.501950+00:00,,,,,
225,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3462,COMPLETED,2022-11-26 05:38:27.267609+00:00,2022-11-26 05:49:44.332463+00:00,,,,,,
226,8a488246-83d3-4028-b216-85ee8c3e504d,3173,ONGOING,2022-11-26 02:46:07.652688+00:00,,2022-11-28 02:46:07.661166+00:00,,,,,
227,e5c792a3-9cd9-4d10-a7b5-e5ee0f0f5fad,3340,ONGOING,2022-11-26 01:14:06.822383+00:00,,2022-11-28 01:14:06.826846+00:00,,,,,
228,033c38d4-fd46-45a2-b09a-18d637c54129,3195,ONGOING,2022-11-26 14:11:49.486879+00:00,,2022-11-28 14:11:49.492569+00:00,,,,,
229,6b4c4353-05e7-4bd3-9a3c-de0d1a19c700,3535,COMPLETED,2022-11-26 01:58:40.533160+00:00,2022-11-26 01:59:40.836519+00:00,,,,,,
230,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,792,ONGOING,2022-11-26 14:27:00.973237+00:00,,2022-11-30 18:29:59+00:00,,,,,
231,417bcb37-44cf-43c3-ba51-5d39c825caf7,3513,COMPLETED,2022-11-27 03:22:15.680148+00:00,2022-11-27 03:35:00.820513+00:00,,,,,,
232,53134b4c-9bbf-4296-bea4-62587663f030,3477,ONGOING,2022-11-27 02:05:34.084649+00:00,,2022-11-29 02:05:34.094433+00:00,,,,,
233,417bcb37-44cf-43c3-ba51-5d39c825caf7,3046,ONGOING,2022-11-27 08:45:25.244078+00:00,,2022-11-29 08:45:25.247660+00:00,,,,,
234,53134b4c-9bbf-4296-bea4-62587663f030,3534,ONGOING,2022-11-27 02:07:39.364233+00:00,,2022-11-29 02:07:39.368111+00:00,,,,,
235,4960fecc-a53a-4d08-99e6-5ef807d9f270,3173,ONGOING,2022-11-27 00:54:23.141812+00:00,,2022-11-29 00:54:23.145660+00:00,,,,,
236,53134b4c-9bbf-4296-bea4-62587663f030,2415,ONGOING,2022-11-27 02:06:51.103870+00:00,,2022-11-29 02:06:51.108052+00:00,,,,,
237,53134b4c-9bbf-4296-bea4-62587663f030,2328,ONGOING,2022-11-27 02:08:26.854311+00:00,,2022-11-29 02:08:26.859882+00:00,,,,,
238,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3510,COMPLETED,2022-11-26 14:38:07.005796+00:00,2022-11-26 15:04:48.098827+00:00,,,,,,
239,67d4464d-62b8-4d5e-85f2-4144a732b154,3467,COMPLETED,2022-11-27 02:09:38.964991+00:00,2022-11-27 02:15:33.035492+00:00,,,,,,
240,be19593d-8df3-4bf7-bbc4-f2487ac544ab,1024,ONGOING,2022-11-26 17:04:37.844244+00:00,,2022-11-28 17:04:37.849681+00:00,,,,,
241,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3321,ONGOING,2022-11-26 14:44:49.741586+00:00,,2022-11-28 14:44:49.744970+00:00,,,,,
242,a83cc0e7-637c-464c-b6ad-407c6c94a633,3467,ONGOING,2022-11-27 03:32:03.015874+00:00,,2022-11-29 03:32:03.019915+00:00,,,,,
243,18f9d5c1-c378-4c3a-b829-f5d81ca03653,3503,ONGOING,2022-11-27 16:26:43.350650+00:00,,2022-11-29 16:26:43.355433+00:00,,,,,
244,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3015,ONGOING,2022-11-27 15:38:19.814545+00:00,,2022-11-29 15:38:19.819592+00:00,,,,,
245,417bcb37-44cf-43c3-ba51-5d39c825caf7,2328,ONGOING,2022-11-27 03:34:34.299428+00:00,,2022-11-29 03:34:34.304332+00:00,,,,,
246,805763d6-87b3-40c7-bb84-dd663669c836,792,ONGOING,2022-11-27 07:27:24.329274+00:00,,2022-11-28 18:29:59+00:00,,,,,
247,e066a509-b551-43bf-87a3-7416ecb7ce73,3534,ONGOING,2022-11-27 10:53:03.364805+00:00,,2022-11-29 10:53:03.369521+00:00,,,,,
248,417bcb37-44cf-43c3-ba51-5d39c825caf7,3399,ONGOING,2022-11-27 03:36:00.075380+00:00,,2022-11-29 03:36:00.079751+00:00,,,,,
249,805763d6-87b3-40c7-bb84-dd663669c836,2931,ONGOING,2022-11-27 06:06:47.637967+00:00,,2022-11-28 18:29:59+00:00,,,,,
250,ae5096d9-fa15-443d-9f30-c9a46abf4359,3534,ONGOING,2022-11-27 03:40:12.994193+00:00,,2022-11-29 03:40:12.997626+00:00,,,,,
251,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3520,ONGOING,2022-11-27 12:02:40.241389+00:00,,2022-11-29 12:02:40.246198+00:00,,,,,
252,805763d6-87b3-40c7-bb84-dd663669c836,2795,ONGOING,2022-11-27 06:59:36.287178+00:00,,2022-11-29 06:59:36.291252+00:00,,,,,
253,ae5096d9-fa15-443d-9f30-c9a46abf4359,3469,ONGOING,2022-11-27 03:41:12.185374+00:00,,2022-11-29 03:41:12.190492+00:00,,,,,
254,67d4464d-62b8-4d5e-85f2-4144a732b154,3510,ONGOING,2022-11-27 03:42:55.183581+00:00,,2022-11-29 03:42:55.188266+00:00,,,,,
255,ae5096d9-fa15-443d-9f30-c9a46abf4359,792,ONGOING,2022-11-27 03:43:21.244379+00:00,,2022-11-29 03:43:21.248455+00:00,,,,,
256,67d4464d-62b8-4d5e-85f2-4144a732b154,3173,ONGOING,2022-11-27 02:24:21.217061+00:00,,2022-11-29 02:24:21.221749+00:00,,,,,
257,ae5096d9-fa15-443d-9f30-c9a46abf4359,3507,ONGOING,2022-11-27 03:44:17.275861+00:00,,2022-11-29 03:44:17.283988+00:00,,,,,
258,ae5096d9-fa15-443d-9f30-c9a46abf4359,3467,ONGOING,2022-11-27 03:46:52.960277+00:00,,2022-11-29 03:46:52.964733+00:00,,,,,
259,e066a509-b551-43bf-87a3-7416ecb7ce73,3237,ONGOING,2022-11-27 11:03:06.616522+00:00,,2022-11-29 11:03:06.621036+00:00,,,,,
260,bf6bc6ad-bdf0-4827-a08a-a2cbadcc5108,3467,ONGOING,2022-11-27 09:04:58.497935+00:00,,2022-11-29 09:04:58.502401+00:00,,,,,
261,417bcb37-44cf-43c3-ba51-5d39c825caf7,3510,COMPLETED,2022-11-27 04:00:27.034155+00:00,2022-11-27 12:08:08.333897+00:00,,,,,,
262,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3531,ONGOING,2022-11-27 08:05:24.735529+00:00,,2022-11-29 08:05:24.739567+00:00,,,,,
263,417bcb37-44cf-43c3-ba51-5d39c825caf7,3473,ONGOING,2022-11-27 03:51:05.878375+00:00,,2022-11-29 03:51:05.883071+00:00,,,,,
264,c3e07fd8-ed1c-4e95-a4b7-e8b8f523fdad,792,ONGOING,2022-11-26 18:07:48.883702+00:00,,2022-11-28 18:07:48.887646+00:00,,,,,
265,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3469,ONGOING,2022-11-27 08:06:17.224509+00:00,,2022-11-29 08:06:17.229516+00:00,,,,,
266,1e4f284c-afcd-4342-b3ac-c5dd689c4258,2795,ONGOING,2022-11-27 12:15:28.775887+00:00,,2022-11-29 12:15:28.779573+00:00,,,,,
267,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,2934,ONGOING,2022-11-27 12:19:11.297770+00:00,,2022-11-29 12:19:11.302398+00:00,,,,,
268,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,2328,ONGOING,2022-11-27 06:22:03.916583+00:00,,2022-11-29 06:22:03.921976+00:00,,,,,
269,67d4464d-62b8-4d5e-85f2-4144a732b154,792,ONGOING,2022-11-27 02:47:41.151529+00:00,,2022-11-29 02:47:41.154949+00:00,,,,,
270,417bcb37-44cf-43c3-ba51-5d39c825caf7,3331,ONGOING,2022-11-27 12:23:09.468464+00:00,,2022-11-29 12:23:09.472562+00:00,,,,,
271,18f9d5c1-c378-4c3a-b829-f5d81ca03653,3467,ONGOING,2022-11-26 19:47:46.780309+00:00,,2022-11-28 19:47:46.783803+00:00,,,,,
272,a83cc0e7-637c-464c-b6ad-407c6c94a633,3534,ONGOING,2022-11-26 19:47:55.014956+00:00,,2022-11-28 19:47:55.020688+00:00,,,,,
273,bba5bdf4-9728-42c3-8897-a7dc73ec3594,3534,ONGOING,2022-11-26 19:53:10.949169+00:00,,2022-11-28 19:53:10.952726+00:00,,,,,
274,bba5bdf4-9728-42c3-8897-a7dc73ec3594,3505,ONGOING,2022-11-26 19:54:09.776731+00:00,,2022-11-28 19:54:09.779941+00:00,,,,,
275,bba5bdf4-9728-42c3-8897-a7dc73ec3594,3469,ONGOING,2022-11-26 19:54:35.783847+00:00,,2022-11-28 19:54:35.787179+00:00,,,,,
276,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3534,ONGOING,2022-11-26 19:59:08.938546+00:00,,2022-11-28 19:59:08.955452+00:00,,,,,
277,18f9d5c1-c378-4c3a-b829-f5d81ca03653,3510,ONGOING,2022-11-26 19:56:50.969821+00:00,,2022-11-28 19:56:50.972936+00:00,,,,,
278,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3227,ONGOING,2022-11-26 19:57:39.595057+00:00,,2022-11-28 19:57:39.598606+00:00,,,,,
279,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3505,ONGOING,2022-11-26 20:01:40.162526+00:00,,2022-11-28 20:01:40.166434+00:00,,,,,
280,792b3da8-618b-4bbe-996c-63f45820327a,3183,ONGOING,2022-11-26 20:37:46.947442+00:00,,2022-11-28 20:37:46.952388+00:00,,,,,
281,792b3da8-618b-4bbe-996c-63f45820327a,3469,ONGOING,2022-11-26 20:38:16.057369+00:00,,2022-11-28 20:38:16.061398+00:00,,,,,
282,792b3da8-618b-4bbe-996c-63f45820327a,3534,ONGOING,2022-11-26 20:37:14.057557+00:00,,2022-11-28 20:37:14.060944+00:00,,,,,
283,792b3da8-618b-4bbe-996c-63f45820327a,2945,COMPLETED,2022-11-26 20:38:30.827563+00:00,2022-11-26 20:39:29.387017+00:00,,,,,,
284,e9812a7b-a60f-4b07-b888-82b0bd45bb80,2945,COMPLETED,2022-11-26 21:23:33.221247+00:00,2022-11-26 21:27:23.706512+00:00,,,,,,
285,805763d6-87b3-40c7-bb84-dd663669c836,3195,ONGOING,2022-11-26 21:19:09.706075+00:00,,2022-11-28 21:19:09.711025+00:00,,,,,
286,e9812a7b-a60f-4b07-b888-82b0bd45bb80,3467,ONGOING,2022-11-26 21:28:11.674673+00:00,,2022-11-28 21:28:11.678606+00:00,,,,,
287,805763d6-87b3-40c7-bb84-dd663669c836,3494,ONGOING,2022-11-26 21:21:19.914602+00:00,,2022-11-28 21:21:19.920149+00:00,,,,,
288,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,2795,ONGOING,2022-11-27 12:26:29.300830+00:00,,2022-11-29 12:26:29.308176+00:00,,,,,
289,b2bfe990-e4c5-46c7-ad6e-07e3eed076fe,3534,ONGOING,2022-11-26 21:59:46.597827+00:00,,2022-11-28 21:59:46.601224+00:00,,,,,
290,b2bfe990-e4c5-46c7-ad6e-07e3eed076fe,3503,COMPLETED,2022-11-26 22:00:59.817985+00:00,2022-11-26 22:02:13.774168+00:00,,,,,,
291,417bcb37-44cf-43c3-ba51-5d39c825caf7,2934,ONGOING,2022-11-27 11:28:22.929194+00:00,,2022-11-29 11:28:22.932577+00:00,,,,,
292,b2bfe990-e4c5-46c7-ad6e-07e3eed076fe,3237,ONGOING,2022-11-26 22:04:06.302494+00:00,,2022-11-28 22:04:06.306251+00:00,,,,,
293,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3469,ONGOING,2022-11-26 22:05:00.629887+00:00,,2022-11-28 22:05:00.634358+00:00,,,,,
294,b2bfe990-e4c5-46c7-ad6e-07e3eed076fe,3520,ONGOING,2022-11-26 22:07:43.305617+00:00,,2022-11-28 22:07:43.309343+00:00,,,,,
295,f3375d83-3d8e-416f-a97d-c8e0f03f2b2d,3469,ONGOING,2022-11-26 22:08:37.534405+00:00,,2022-11-28 22:08:37.541531+00:00,,,,,
296,417bcb37-44cf-43c3-ba51-5d39c825caf7,3534,ONGOING,2022-11-26 22:09:22.469862+00:00,,2022-11-28 22:09:22.473571+00:00,,,,,
297,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3173,ONGOING,2022-11-26 22:10:37.828870+00:00,,2022-11-28 22:10:37.832669+00:00,,,,,
298,417bcb37-44cf-43c3-ba51-5d39c825caf7,3469,ONGOING,2022-11-26 22:11:34.305115+00:00,,2022-11-28 22:11:34.308509+00:00,,,,,
299,d0213a98-fcb0-4b1d-b795-ed89ddc61f9a,3195,ONGOING,2022-11-26 22:23:05.392738+00:00,,2022-11-28 22:23:05.398286+00:00,,,,,
300,b2bfe990-e4c5-46c7-ad6e-07e3eed076fe,3469,ONGOING,2022-11-26 22:00:37.866423+00:00,,2022-11-28 22:00:37.870924+00:00,,,,,
301,f3375d83-3d8e-416f-a97d-c8e0f03f2b2d,3534,ONGOING,2022-11-26 22:08:07.000899+00:00,,2022-11-28 22:08:07.005107+00:00,,,,,
302,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3534,ONGOING,2022-11-26 22:08:03.218937+00:00,,2022-11-28 22:08:03.222572+00:00,,,,,
303,d0213a98-fcb0-4b1d-b795-ed89ddc61f9a,3520,ONGOING,2022-11-26 22:29:11.910887+00:00,,2022-11-28 22:29:11.915521+00:00,,,,,
304,d0213a98-fcb0-4b1d-b795-ed89ddc61f9a,3469,ONGOING,2022-11-26 22:24:05.650713+00:00,,2022-11-28 22:24:05.655250+00:00,,,,,
305,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3507,ONGOING,2022-11-26 22:24:49.470175+00:00,,2022-11-28 22:24:49.473271+00:00,,,,,
306,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3015,ONGOING,2022-11-26 22:25:15.573871+00:00,,2022-11-28 22:25:15.577242+00:00,,,,,
307,d0213a98-fcb0-4b1d-b795-ed89ddc61f9a,3227,ONGOING,2022-11-26 22:29:20.575994+00:00,,2022-11-28 22:29:20.580097+00:00,,,,,
308,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3467,ONGOING,2022-11-26 22:35:21.537719+00:00,,2022-11-28 22:35:21.541411+00:00,,,,,
309,ddc13f03-f1a9-4feb-a821-a7b56fb66d64,2795,ONGOING,2022-11-27 08:22:47.043378+00:00,,2022-11-29 08:22:47.047426+00:00,,,,,
310,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3510,ONGOING,2022-11-26 22:47:00.095868+00:00,,2022-11-28 22:47:00.099580+00:00,,,,,
311,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,3513,ONGOING,2022-11-27 12:28:44.041790+00:00,,2022-11-29 12:28:44.046198+00:00,,,,,
312,aff26172-41d6-4e69-9b02-48011fe35804,3505,COMPLETED,2022-11-26 22:51:54.822615+00:00,2022-11-27 19:17:44.575560+00:00,,,,,,
313,417bcb37-44cf-43c3-ba51-5d39c825caf7,2795,ONGOING,2022-11-27 07:26:28.854584+00:00,,2022-11-29 07:26:28.859964+00:00,,,,,
314,53134b4c-9bbf-4296-bea4-62587663f030,3480,ONGOING,2022-11-26 23:13:07.407015+00:00,,2022-11-28 23:13:07.410651+00:00,,,,,
315,53134b4c-9bbf-4296-bea4-62587663f030,3469,ONGOING,2022-11-26 22:59:52.948863+00:00,,2022-11-28 22:59:52.952630+00:00,,,,,
316,ddc13f03-f1a9-4feb-a821-a7b56fb66d64,3340,ONGOING,2022-11-26 23:08:38.548446+00:00,,2022-11-28 23:08:38.553545+00:00,,,,,
317,15129061-e4cc-4676-82b8-f9f78bb40fb0,3321,COMPLETED,2022-11-26 23:08:54.380457+00:00,2022-11-26 23:27:51.319774+00:00,,,,,,
318,15129061-e4cc-4676-82b8-f9f78bb40fb0,3451,ONGOING,2022-11-26 23:07:40.443035+00:00,,2022-11-28 23:07:40.446632+00:00,,,,,
319,15129061-e4cc-4676-82b8-f9f78bb40fb0,3520,ONGOING,2022-11-26 23:08:11.206240+00:00,,2022-11-28 23:08:11.210157+00:00,,,,,
320,53134b4c-9bbf-4296-bea4-62587663f030,3467,ONGOING,2022-11-26 23:13:49.206008+00:00,,2022-11-28 23:13:49.209645+00:00,,,,,
321,53134b4c-9bbf-4296-bea4-62587663f030,3510,ONGOING,2022-11-26 23:15:12.176581+00:00,,2022-11-28 23:15:12.180569+00:00,,,,,
322,a8d4665e-741b-4532-ac10-3d91614eb15e,3237,ONGOING,2022-11-26 23:28:12.127531+00:00,,2022-11-28 23:28:12.131510+00:00,,,,,
323,53134b4c-9bbf-4296-bea4-62587663f030,3399,ONGOING,2022-11-26 23:16:43.427062+00:00,,2022-11-28 23:16:43.430832+00:00,,,,,
324,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3015,ONGOING,2022-11-27 05:46:22.744206+00:00,,2022-11-29 05:46:22.748445+00:00,,,,,
325,f5a888fe-f92d-44ed-899f-ef0a8ee7e0f2,3510,ONGOING,2022-11-26 23:34:45.542599+00:00,,2022-11-28 23:34:45.546394+00:00,,,,,
326,a8d4665e-741b-4532-ac10-3d91614eb15e,3173,ONGOING,2022-11-26 23:42:56.983597+00:00,,2022-11-28 23:42:56.987201+00:00,,,,,
327,af75916c-7d2b-4301-9659-18710d6141c7,3399,ONGOING,2022-11-26 23:51:06.535798+00:00,,2022-11-28 23:51:06.541255+00:00,,,,,
