S. No,user_id,offer_id,status,started_at,completed_at,expires_at,,,,,
328,af75916c-7d2b-4301-9659-18710d6141c7,3480,ONGOING,2022-11-26 23:52:50.291855+00:00,,2022-11-28 23:52:50.296232+00:00,,,,,
329,1c45ae08-1b1b-4c8e-9860-76cf2688f7d1,3227,ONGOING,2022-11-26 23:53:17.229026+00:00,,2022-11-28 23:53:17.233923+00:00,,,,,
330,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3528,COMPLETED,2022-11-27 05:50:22.627131+00:00,2022-11-29 01:09:32.003868+00:00,,,,,,
331,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3503,COMPLETED,2022-11-27 03:01:48.968607+00:00,2022-11-27 03:04:23.639836+00:00,,,,,,
332,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,2795,ONGOING,2022-11-27 07:30:50.292189+00:00,,2022-11-29 07:30:50.298525+00:00,,,,,
333,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3451,ONGOING,2022-11-27 03:03:22.112327+00:00,,2022-11-29 03:03:22.117853+00:00,,,,,
334,a8d4665e-741b-4532-ac10-3d91614eb15e,792,ONGOING,2022-11-27 00:03:59.390827+00:00,,2022-11-29 00:03:59.394733+00:00,,,,,
335,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3469,ONGOING,2022-11-27 03:04:48.511342+00:00,,2022-11-29 03:04:48.515076+00:00,,,,,
336,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,3498,ONGOING,2022-11-27 00:09:02.371814+00:00,,2022-11-29 00:09:02.377948+00:00,,,,,
337,d0213a98-fcb0-4b1d-b795-ed89ddc61f9a,3046,ONGOING,2022-11-27 08:29:12.442368+00:00,,2022-11-29 08:29:12.445755+00:00,,,,,
338,d0213a98-fcb0-4b1d-b795-ed89ddc61f9a,3528,ONGOING,2022-11-27 08:26:40.630612+00:00,,2022-11-28 18:29:59+00:00,,,,,
339,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3480,ONGOING,2022-11-27 03:06:25.515778+00:00,,2022-11-29 03:06:25.519915+00:00,,,,,
340,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3467,ONGOING,2022-11-27 15:26:10.883606+00:00,,2022-11-29 15:26:10.893828+00:00,,,,,
341,ae5096d9-fa15-443d-9f30-c9a46abf4359,3015,ONGOING,2022-11-27 00:20:45.151190+00:00,,2022-11-29 00:20:45.157131+00:00,,,,,
342,805763d6-87b3-40c7-bb84-dd663669c836,3399,ONGOING,2022-11-27 06:36:55.085818+00:00,,2022-11-29 06:36:55.100814+00:00,,,,,
343,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3227,ONGOING,2022-11-27 10:29:34.482377+00:00,,2022-11-29 10:29:34.487771+00:00,,,,,
344,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3511,COMPLETED,2022-11-27 07:37:18.044214+00:00,2022-11-27 07:39:31.506954+00:00,,,,,,
345,e1b85271-8f91-4d7a-90d6-42d97a2a30c5,3534,ONGOING,2022-11-27 00:26:41.056810+00:00,,2022-11-29 00:26:41.060602+00:00,,,,,
346,c17a165e-9052-4780-a6f9-03fed42aabb3,3237,ONGOING,2022-11-27 06:40:09.529162+00:00,,2022-11-29 06:40:09.533255+00:00,,,,,
347,4960fecc-a53a-4d08-99e6-5ef807d9f270,2795,ONGOING,2022-11-27 08:35:39.182233+00:00,,2022-11-29 08:35:39.188336+00:00,,,,,
348,417bcb37-44cf-43c3-ba51-5d39c825caf7,3531,ONGOING,2022-11-27 07:40:03.797800+00:00,,2022-11-29 07:40:03.802189+00:00,,,,,
349,ae5096d9-fa15-443d-9f30-c9a46abf4359,2945,ONGOING,2022-11-27 03:15:55.776456+00:00,,2022-11-29 03:15:55.781726+00:00,,,,,
350,417bcb37-44cf-43c3-ba51-5d39c825caf7,3481,ONGOING,2022-11-27 05:56:28.202899+00:00,,2022-11-29 05:56:28.207597+00:00,,,,,
351,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3269,ONGOING,2022-11-27 11:42:06.418790+00:00,,2022-11-29 11:42:06.423451+00:00,,,,,
352,805763d6-87b3-40c7-bb84-dd663669c836,3382,COMPLETED,2022-11-27 06:41:15.531333+00:00,2022-11-27 06:54:15.325097+00:00,,,,,,
353,ae5096d9-fa15-443d-9f30-c9a46abf4359,3227,ONGOING,2022-11-27 03:16:14.324491+00:00,,2022-11-29 03:16:14.330081+00:00,,,,,
354,805763d6-87b3-40c7-bb84-dd663669c836,3513,ONGOING,2022-11-27 06:43:28.327111+00:00,,2022-11-29 06:43:28.331045+00:00,,,,,
355,033c38d4-fd46-45a2-b09a-18d637c54129,3443,ONGOING,2022-11-27 03:19:27.168128+00:00,,2022-11-29 03:19:27.172937+00:00,,,,,
356,4960fecc-a53a-4d08-99e6-5ef807d9f270,2934,ONGOING,2022-11-27 11:45:51.902933+00:00,,2022-11-29 11:45:51.907678+00:00,,,,,
357,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3513,ONGOING,2022-11-27 00:44:08.600475+00:00,,2022-11-29 00:44:08.604191+00:00,,,,,
358,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3500,ONGOING,2022-11-27 07:45:05.479312+00:00,,2022-11-29 07:45:05.483968+00:00,,,,,
359,53134b4c-9bbf-4296-bea4-62587663f030,3513,ONGOING,2022-11-27 02:03:35.004066+00:00,,2022-11-29 02:03:35.009211+00:00,,,,,
360,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3546,ONGOING,2022-11-28 10:01:41.804935+00:00,,2022-11-30 10:01:41.809536+00:00,,,,,
361,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3469,ONGOING,2022-11-28 03:09:23.579383+00:00,,2022-11-30 03:09:23.584038+00:00,,,,,
362,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3541,ONGOING,2022-11-28 05:35:07.760940+00:00,,2022-11-30 05:35:07.769887+00:00,,,,,
363,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3531,ONGOING,2022-11-28 08:29:19.089160+00:00,,2022-11-30 08:29:19.097704+00:00,,,,,
364,8a488246-83d3-4028-b216-85ee8c3e504d,2795,ONGOING,2022-11-28 01:48:51.821057+00:00,,2022-11-30 01:48:51.831602+00:00,,,,,
365,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3173,ONGOING,2022-11-28 03:18:19.678512+00:00,,2022-11-30 03:18:19.682990+00:00,,,,,
366,4960fecc-a53a-4d08-99e6-5ef807d9f270,3270,ONGOING,2022-11-28 11:47:42.311115+00:00,,2022-11-30 11:47:42.316341+00:00,,,,,
367,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3270,ONGOING,2022-11-28 05:39:38.505466+00:00,,2022-11-30 05:39:38.509815+00:00,,,,,
368,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3538,COMPLETED,2022-11-28 04:40:46.412580+00:00,2022-11-28 04:42:28.743584+00:00,,,,,,
369,67d4464d-62b8-4d5e-85f2-4144a732b154,3451,ONGOING,2022-11-28 13:29:32.473115+00:00,,2022-11-30 13:29:32.476774+00:00,,,,,
370,4960fecc-a53a-4d08-99e6-5ef807d9f270,3377,ONGOING,2022-11-28 11:26:08.209688+00:00,,2022-11-30 11:26:08.215060+00:00,,,,,
371,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3462,ONGOING,2022-11-28 08:09:25.659065+00:00,,2022-11-30 08:09:25.663359+00:00,,,,,
372,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3539,COMPLETED,2022-11-28 04:42:50.732184+00:00,2022-11-28 04:44:09.241950+00:00,,,,,,
373,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3270,ONGOING,2022-11-28 04:44:26.073984+00:00,,2022-11-30 04:44:26.078664+00:00,,,,,
374,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,2302,ONGOING,2022-11-28 05:43:45.592319+00:00,,2022-11-30 05:43:45.596867+00:00,,,,,
375,35e00b76-c4d1-436b-b7f1-3c05af5d222a,2795,ONGOING,2022-11-27 19:21:58.261183+00:00,,2022-11-29 19:21:58.265533+00:00,,,,,
376,aff26172-41d6-4e69-9b02-48011fe35804,3451,ONGOING,2022-11-27 19:21:38.114125+00:00,,2022-11-29 19:21:38.118265+00:00,,,,,
377,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3270,ONGOING,2022-11-28 08:10:51.789109+00:00,,2022-11-30 08:10:51.793598+00:00,,,,,
378,3db62aad-421b-474e-9b1e-8a88ff370d4f,2795,ONGOING,2022-11-28 01:58:59.160529+00:00,,2022-11-30 01:58:59.165092+00:00,,,,,
379,417bcb37-44cf-43c3-ba51-5d39c825caf7,3546,ONGOING,2022-11-28 10:09:41.047448+00:00,,2022-11-30 10:09:41.051692+00:00,,,,,
380,a8d4665e-741b-4532-ac10-3d91614eb15e,2795,ONGOING,2022-11-27 23:09:32.418237+00:00,,2022-11-29 23:09:32.422054+00:00,,,,,
381,2c93173e-b325-47d9-bac5-6e21641f97bc,3340,ONGOING,2022-11-27 23:21:43.583461+00:00,,2022-11-29 23:21:43.589274+00:00,,,,,
382,417bcb37-44cf-43c3-ba51-5d39c825caf7,3411,ONGOING,2022-11-28 06:53:34.370650+00:00,,2022-11-30 06:53:34.376323+00:00,,,,,
383,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3540,COMPLETED,2022-11-28 04:52:29.993693+00:00,2022-11-28 04:54:24.463118+00:00,,,,,,
384,417bcb37-44cf-43c3-ba51-5d39c825caf7,3431,COMPLETED,2022-11-28 06:54:19.390461+00:00,2022-11-28 07:00:23.557159+00:00,,,,,,
385,417bcb37-44cf-43c3-ba51-5d39c825caf7,2415,ONGOING,2022-11-28 02:04:29.442153+00:00,,2022-11-30 02:04:29.446057+00:00,,,,,
386,2c93173e-b325-47d9-bac5-6e21641f97bc,792,ONGOING,2022-11-28 00:00:05.311626+00:00,,2022-11-29 18:29:59+00:00,,,,,
387,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3462,ONGOING,2022-11-28 08:14:04.581958+00:00,,2022-11-30 08:14:04.588586+00:00,,,,,
388,2c93173e-b325-47d9-bac5-6e21641f97bc,3015,ONGOING,2022-11-28 00:16:08.410501+00:00,,2022-11-30 00:16:08.414985+00:00,,,,,
389,2c93173e-b325-47d9-bac5-6e21641f97bc,3227,ONGOING,2022-11-28 00:19:34.185116+00:00,,2022-11-30 00:19:34.189504+00:00,,,,,
390,2c93173e-b325-47d9-bac5-6e21641f97bc,3467,ONGOING,2022-11-28 00:21:12.821361+00:00,,2022-11-30 00:21:12.825908+00:00,,,,,
391,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3541,COMPLETED,2022-11-28 08:15:17.286941+00:00,2022-11-28 08:20:26.302818+00:00,,,,,,
392,417bcb37-44cf-43c3-ba51-5d39c825caf7,3477,ONGOING,2022-11-28 02:08:21.525939+00:00,,2022-11-30 02:08:21.529874+00:00,,,,,
393,417bcb37-44cf-43c3-ba51-5d39c825caf7,3463,ONGOING,2022-11-28 02:09:32.384742+00:00,,2022-11-30 02:09:32.389071+00:00,,,,,
394,417bcb37-44cf-43c3-ba51-5d39c825caf7,3547,ONGOING,2022-11-28 10:12:39.899604+00:00,,2022-11-30 10:12:39.904103+00:00,,,,,
395,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3015,ONGOING,2022-11-28 06:07:45.554526+00:00,,2022-11-30 06:07:45.560111+00:00,,,,,
396,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3227,COMPLETED,2022-11-28 07:44:27.344271+00:00,2022-11-28 07:47:01.079157+00:00,,,,,,
397,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3534,ONGOING,2022-11-28 06:08:33.654146+00:00,,2022-11-30 06:08:33.658878+00:00,,,,,
398,ec82a57d-6d07-421c-a7a9-c3a2c47b9a0d,792,ONGOING,2022-11-28 02:15:58.504554+00:00,,2022-11-30 02:15:58.509264+00:00,,,,,
399,4960fecc-a53a-4d08-99e6-5ef807d9f270,3541,COMPLETED,2022-11-28 11:35:15.675157+00:00,2022-11-28 11:45:11.676273+00:00,,,,,,
400,94c1a32a-de5c-4911-b7ad-f245a57b6d10,2793,ONGOING,2022-11-28 13:51:42.954721+00:00,,2022-11-30 13:51:42.958692+00:00,,,,,
401,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3503,ONGOING,2022-11-28 06:10:51.265217+00:00,,2022-11-30 06:10:51.271607+00:00,,,,,
402,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3520,ONGOING,2022-11-28 06:11:13.570163+00:00,,2022-11-30 06:11:13.577249+00:00,,,,,
403,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3477,ONGOING,2022-11-28 01:03:55.303860+00:00,,2022-11-30 01:03:55.308550+00:00,,,,,
404,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3513,ONGOING,2022-11-28 02:21:16.244529+00:00,,2022-11-30 02:21:16.249329+00:00,,,,,
405,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,2793,ONGOING,2022-11-28 08:19:07.013403+00:00,,2022-11-30 08:19:07.019459+00:00,,,,,
406,4960fecc-a53a-4d08-99e6-5ef807d9f270,3482,ONGOING,2022-11-28 11:13:31.602087+00:00,,2022-11-30 11:13:31.606062+00:00,,,,,
407,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3500,ONGOING,2022-11-28 01:10:08.684619+00:00,,2022-11-30 01:10:08.690171+00:00,,,,,
408,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3377,ONGOING,2022-11-28 13:09:29.099787+00:00,,2022-11-30 13:09:29.106456+00:00,,,,,
409,94c1a32a-de5c-4911-b7ad-f245a57b6d10,2866,ONGOING,2022-11-28 09:52:42.198595+00:00,,2022-11-30 09:52:42.204947+00:00,,,,,
410,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3203,ONGOING,2022-11-28 09:53:02.818621+00:00,,2022-11-30 09:53:02.824087+00:00,,,,,
411,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3529,ONGOING,2022-11-28 01:15:15.188042+00:00,,2022-11-29 18:29:59+00:00,,,,,
412,417bcb37-44cf-43c3-ba51-5d39c825caf7,3482,ONGOING,2022-11-28 10:18:56.973838+00:00,,2022-11-30 10:18:56.978162+00:00,,,,,
413,e2dfd115-a8b0-4e3e-96e5-9b11e5f316f1,3462,ONGOING,2022-11-28 09:54:35.217814+00:00,,2022-11-30 09:54:35.223099+00:00,,,,,
414,f5a888fe-f92d-44ed-899f-ef0a8ee7e0f2,3173,ONGOING,2022-11-28 03:58:54.231283+00:00,,2022-11-30 03:58:54.235559+00:00,,,,,
415,417bcb37-44cf-43c3-ba51-5d39c825caf7,3511,COMPLETED,2022-11-28 02:32:27.012054+00:00,2022-11-28 02:34:21.232520+00:00,,,,,,
416,f5a888fe-f92d-44ed-899f-ef0a8ee7e0f2,3015,COMPLETED,2022-11-28 04:00:05.387132+00:00,2022-11-28 04:40:40.834595+00:00,,,,,,
417,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3270,ONGOING,2022-11-28 07:52:19.019991+00:00,,2022-11-30 07:52:19.026169+00:00,,,,,
418,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3541,COMPLETED,2022-11-28 07:53:58.569308+00:00,2022-11-28 08:00:34.379933+00:00,,,,,,
419,4cb29e43-9f23-42fe-bab8-2422f42e7a91,2415,COMPLETED,2022-11-28 01:22:43.818904+00:00,2022-11-28 01:26:58.333522+00:00,,,,,,
420,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3463,ONGOING,2022-11-28 01:25:23.515775+00:00,,2022-11-30 01:25:23.519609+00:00,,,,,
421,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3431,ONGOING,2022-11-28 07:55:49.689671+00:00,,2022-11-30 07:55:49.696499+00:00,,,,,
422,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3529,ONGOING,2022-11-28 01:29:04.076514+00:00,,2022-11-30 01:29:04.081195+00:00,,,,,
423,94c1a32a-de5c-4911-b7ad-f245a57b6d10,2302,ONGOING,2022-11-28 10:54:31.075200+00:00,,2022-11-30 10:54:31.079185+00:00,,,,,
424,417bcb37-44cf-43c3-ba51-5d39c825caf7,3270,ONGOING,2022-11-28 05:21:07.244909+00:00,,2022-11-30 05:21:07.249289+00:00,,,,,
425,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3237,ONGOING,2022-11-28 01:32:34.716340+00:00,,2022-11-30 01:32:34.720380+00:00,,,,,
426,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3531,COMPLETED,2022-11-28 01:33:35.340883+00:00,2022-11-28 01:38:14.284539+00:00,,,,,,
427,2c93173e-b325-47d9-bac5-6e21641f97bc,3469,ONGOING,2022-11-28 02:47:52.055804+00:00,,2022-11-30 02:47:52.059558+00:00,,,,,
428,67d4464d-62b8-4d5e-85f2-4144a732b154,3227,ONGOING,2022-11-28 13:19:30.748053+00:00,,2022-11-30 13:19:30.752276+00:00,,,,,
429,4960fecc-a53a-4d08-99e6-5ef807d9f270,3015,ONGOING,2022-11-28 04:15:47.731127+00:00,,2022-11-30 04:15:47.735498+00:00,,,,,
430,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3463,ONGOING,2022-11-28 02:52:51.090953+00:00,,2022-11-30 02:52:51.094965+00:00,,,,,
431,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3503,COMPLETED,2022-11-28 02:55:38.051223+00:00,2022-11-28 02:58:13.507536+00:00,,,,,,
432,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3467,ONGOING,2022-11-28 02:58:45.928544+00:00,,2022-11-30 02:58:45.934608+00:00,,,,,
433,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3519,ONGOING,2022-11-28 05:30:19.516897+00:00,,2022-11-30 05:30:19.521686+00:00,,,,,
434,417bcb37-44cf-43c3-ba51-5d39c825caf7,3519,ONGOING,2022-11-28 05:30:25.236013+00:00,,2022-11-30 05:30:25.244185+00:00,,,,,
435,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3431,ONGOING,2022-11-28 08:01:56.418620+00:00,,2022-11-30 08:01:56.422570+00:00,,,,,
436,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3443,COMPLETED,2022-11-28 08:02:55.130103+00:00,2022-11-28 08:06:39.074543+00:00,,,,,,
437,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,2795,ONGOING,2022-11-28 03:03:44.620784+00:00,,2022-11-30 03:03:44.624952+00:00,,,,,
438,417bcb37-44cf-43c3-ba51-5d39c825caf7,3541,ONGOING,2022-11-28 05:32:12.371568+00:00,,2022-11-30 05:32:12.375237+00:00,,,,,
439,94c1a32a-de5c-4911-b7ad-f245a57b6d10,3482,ONGOING,2022-11-28 10:25:55.122224+00:00,,2022-11-30 10:25:55.146248+00:00,,,,,
440,417bcb37-44cf-43c3-ba51-5d39c825caf7,2838,ONGOING,2022-11-29 09:30:42.164276+00:00,,2022-12-01 09:30:42.171105+00:00,,,,,
441,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3549,ONGOING,2022-11-29 08:01:03.045611+00:00,,2022-12-01 08:01:03.050394+00:00,,,,,
442,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3482,ONGOING,2022-11-28 17:52:30.017034+00:00,,2022-11-30 17:52:30.021263+00:00,,,,,
443,417bcb37-44cf-43c3-ba51-5d39c825caf7,3479,ONGOING,2022-11-29 07:35:05.496512+00:00,,2022-12-01 07:35:05.503026+00:00,,,,,
444,4960fecc-a53a-4d08-99e6-5ef807d9f270,2952,ONGOING,2022-11-29 06:32:33.285767+00:00,,2022-12-01 06:32:33.292712+00:00,,,,,
445,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3479,ONGOING,2022-11-29 07:46:21.644530+00:00,,2022-12-01 07:46:21.677847+00:00,,,,,
446,aff26172-41d6-4e69-9b02-48011fe35804,3503,COMPLETED,2022-11-28 18:09:06.297070+00:00,2022-11-28 18:11:36.605729+00:00,,,,,,
447,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3529,ONGOING,2022-11-29 01:14:50.965031+00:00,,2022-11-30 18:29:59+00:00,,,,,
448,aff26172-41d6-4e69-9b02-48011fe35804,3513,ONGOING,2022-11-28 18:14:36.639215+00:00,,2022-11-30 18:14:36.642922+00:00,,,,,
449,417bcb37-44cf-43c3-ba51-5d39c825caf7,3551,ONGOING,2022-11-29 08:03:35.042177+00:00,,2022-12-01 08:03:35.048208+00:00,,,,,
450,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,2436,ONGOING,2022-11-29 02:04:36.878557+00:00,,2022-12-01 02:04:36.883409+00:00,,,,,
451,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3546,ONGOING,2022-11-29 02:05:01.653849+00:00,,2022-12-01 02:05:01.658034+00:00,,,,,
452,c303ce63-ce0c-4ca6-a59f-a834e10ea59a,2436,ONGOING,2022-11-29 09:44:52.160837+00:00,,2022-12-01 09:44:52.166163+00:00,,,,,
453,94c1a32a-de5c-4911-b7ad-f245a57b6d10,2328,ONGOING,2022-11-29 01:24:35.247799+00:00,,2022-12-01 01:24:35.252400+00:00,,,,,
454,417bcb37-44cf-43c3-ba51-5d39c825caf7,3549,ONGOING,2022-11-29 07:11:40.068630+00:00,,2022-12-01 07:11:40.072279+00:00,,,,,
455,aff26172-41d6-4e69-9b02-48011fe35804,3321,ONGOING,2022-11-28 18:35:55.430109+00:00,,2022-11-30 18:35:55.437311+00:00,,,,,
456,738049d5-018a-41e7-b2a1-8604fe07cad2,2436,ONGOING,2022-11-29 02:06:39.288755+00:00,,2022-12-01 02:06:39.294528+00:00,,,,,
457,417bcb37-44cf-43c3-ba51-5d39c825caf7,3379,ONGOING,2022-11-29 07:13:49.719542+00:00,,2022-12-01 07:13:49.723794+00:00,,,,,
458,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,2952,ONGOING,2022-11-29 10:20:30.486481+00:00,,2022-12-01 10:20:30.491052+00:00,,,,,
459,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3477,ONGOING,2022-11-29 02:09:05.627223+00:00,,2022-12-01 02:09:05.631162+00:00,,,,,
460,5baab7e2-f5ad-4f9d-b749-9d8e9bee9d2d,3183,ONGOING,2022-11-29 02:08:45.638218+00:00,,2022-12-01 02:08:45.642091+00:00,,,,,
461,aff26172-41d6-4e69-9b02-48011fe35804,3520,ONGOING,2022-11-28 19:08:46.921190+00:00,,2022-11-30 19:08:46.926154+00:00,,,,,
462,24d52554-971f-49a6-8d83-4e270eb44818,3552,ONGOING,2022-11-29 09:17:34.305548+00:00,,2022-12-01 09:17:34.310221+00:00,,,,,
463,24d52554-971f-49a6-8d83-4e270eb44818,2436,ONGOING,2022-11-29 09:17:56.088692+00:00,,2022-12-01 09:17:56.092975+00:00,,,,,
464,24d52554-971f-49a6-8d83-4e270eb44818,3227,ONGOING,2022-11-29 09:18:17.895620+00:00,,2022-12-01 09:18:17.901610+00:00,,,,,
465,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,2415,COMPLETED,2022-11-29 01:35:43.063338+00:00,2022-11-29 01:40:14.301869+00:00,,,,,,
466,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,2952,ONGOING,2022-11-29 07:51:29.336504+00:00,,2022-12-01 07:51:29.343263+00:00,,,,,
467,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,2436,ONGOING,2022-11-29 02:18:15.018581+00:00,,2022-12-01 02:18:15.024986+00:00,,,,,
468,2c93173e-b325-47d9-bac5-6e21641f97bc,3546,ONGOING,2022-11-28 22:52:16.878814+00:00,,2022-11-30 22:52:16.884417+00:00,,,,,
469,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3379,COMPLETED,2022-11-29 02:19:14.256574+00:00,2022-11-29 02:24:22.550191+00:00,,,,,,
470,2c93173e-b325-47d9-bac5-6e21641f97bc,2590,ONGOING,2022-11-28 23:07:54.665604+00:00,,2022-11-30 23:07:54.670389+00:00,,,,,
471,2c93173e-b325-47d9-bac5-6e21641f97bc,3505,ONGOING,2022-11-28 23:16:34.951685+00:00,,2022-11-30 23:16:34.955724+00:00,,,,,
472,2c93173e-b325-47d9-bac5-6e21641f97bc,3482,ONGOING,2022-11-28 23:17:04.466565+00:00,,2022-11-30 23:17:04.470276+00:00,,,,,
473,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,2328,ONGOING,2022-11-29 01:40:38.272804+00:00,,2022-12-01 01:40:38.280014+00:00,,,,,
474,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3482,ONGOING,2022-11-28 23:46:20.137996+00:00,,2022-11-30 23:46:20.143035+00:00,,,,,
475,2c93173e-b325-47d9-bac5-6e21641f97bc,2436,ONGOING,2022-11-29 02:21:54.829720+00:00,,2022-12-01 02:21:54.836321+00:00,,,,,
476,417bcb37-44cf-43c3-ba51-5d39c825caf7,3517,COMPLETED,2022-11-29 00:10:45.466125+00:00,2022-11-29 00:18:23.831621+00:00,,,,,,
477,417bcb37-44cf-43c3-ba51-5d39c825caf7,3529,ONGOING,2022-11-29 00:13:31.014876+00:00,,2022-11-30 18:29:59+00:00,,,,,
478,44f9c9f1-1ce1-4b04-8042-ddb1c548c589,3546,ONGOING,2022-11-28 15:47:45.257781+00:00,,2022-11-30 15:47:45.263034+00:00,,,,,
479,94c1a32a-de5c-4911-b7ad-f245a57b6d10,2952,ONGOING,2022-11-29 06:05:57.394213+00:00,,2022-12-01 06:05:57.401424+00:00,,,,,
480,0e205d6d-d50b-4dba-a0cd-0355b4f2cc49,3529,ONGOING,2022-11-29 02:25:15.928189+00:00,,2022-11-30 18:29:59+00:00,,,,,
481,4960fecc-a53a-4d08-99e6-5ef807d9f270,3479,ONGOING,2022-11-29 06:57:25.043052+00:00,,2022-12-01 06:57:25.048253+00:00,,,,,
482,c303ce63-ce0c-4ca6-a59f-a834e10ea59a,792,ONGOING,2022-11-29 10:09:31.617390+00:00,,2022-12-01 10:09:31.621515+00:00,,,,,
483,4960fecc-a53a-4d08-99e6-5ef807d9f270,3549,ONGOING,2022-11-29 06:58:01.831545+00:00,,2022-12-01 06:58:01.835438+00:00,,,,,
484,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3546,ONGOING,2022-11-29 00:26:28.674993+00:00,,2022-12-01 00:26:28.680679+00:00,,,,,
485,417bcb37-44cf-43c3-ba51-5d39c825caf7,3540,COMPLETED,2022-11-29 00:27:27.212204+00:00,2022-11-29 00:32:32.208390+00:00,,,,,,
486,417bcb37-44cf-43c3-ba51-5d39c825caf7,3539,COMPLETED,2022-11-29 00:30:10.166134+00:00,2022-11-29 00:34:39.974291+00:00,,,,,,
487,c303ce63-ce0c-4ca6-a59f-a834e10ea59a,2788,ONGOING,2022-11-29 10:10:55.865157+00:00,,2022-12-01 10:10:55.872244+00:00,,,,,
488,417bcb37-44cf-43c3-ba51-5d39c825caf7,2952,ONGOING,2022-11-29 05:15:43.963860+00:00,,2022-12-01 05:15:43.968427+00:00,,,,,
489,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3513,ONGOING,2022-11-29 00:32:17.910517+00:00,,2022-12-01 00:32:17.913997+00:00,,,,,
490,4cb29e43-9f23-42fe-bab8-2422f42e7a91,3520,COMPLETED,2022-11-29 00:39:29.119030+00:00,2022-11-29 00:42:37.557293+00:00,,,,,,
491,55e70808-0ed9-44fd-9d87-819ba9dc4d3e,3548,ONGOING,2022-11-28 14:50:38.806470+00:00,,2022-11-30 14:50:38.813209+00:00,,,,,
